subscribed,age,job,marital,education,default,housing,loan,contact_method,month,num_camp_contacts,days_since_last_contact,num_prev_contacts,prev_outcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,duration,day_of_week
0,30,blue-collar,married,basic.9y,0,1,0,1,11,1,0,1,2,-0.1,93.2,-42,4.12,5195.8,175,wed
0,40,blue-collar,married,basic.4y,0,0,0,2,6,2,0,0,0,1.4,94.465,-41.8,4.961,5228.1,258,mon
0,37,technician,single,high.school,0,1,0,1,4,2,0,0,0,-1.8,93.075,-47.1,1.41,5099.1,44,thu
0,34,housemaid,divorced,university.degree,0,1,1,1,4,1,0,0,0,-1.8,93.075,-47.1,1.405,5099.1,73,fri
0,25,unemployed,married,high.school,N,N,N,1,7,10,0,0,0,1.4,93.918,-42.7,4.963,5228.1,147,fri
0,59,retired,married,university.degree,0,1,0,1,8,18,0,0,0,1.4,93.444,-36.1,4.962,5228.1,17,thu
0,25,admin.,single,university.degree,0,1,0,1,9,1,1,1,1,-3.4,92.379,-29.8,0.809,5017.5,420,thu
1,58,unemployed,married,university.degree,0,1,0,1,11,2,0,0,0,-1.1,94.767,-50.8,1.041,4963.6,344,thu
0,42,blue-collar,single,basic.4y,0,N,N,2,7,1,0,0,0,1.4,93.918,-42.7,4.962,5228.1,385,fri
0,33,technician,married,university.degree,0,1,0,1,5,1,0,0,0,-1.8,92.893,-46.2,1.244,5099.1,182,mon
0,50,blue-collar,married,basic.4y,N,1,0,1,8,1,0,0,0,1.4,93.444,-36.1,4.966,5228.1,80,fri
0,39,blue-collar,married,basic.6y,0,0,0,2,5,1,0,0,0,1.1,93.994,-36.4,4.855,5191,393,thu
1,30,technician,single,high.school,0,0,0,1,8,4,0,0,0,1.4,93.444,-36.1,4.963,5228.1,638,mon
0,33,management,married,high.school,N,1,0,2,5,1,0,0,0,1.1,93.994,-36.4,4.858,5191,641,wed
0,33,management,married,university.degree,0,0,0,2,5,1,0,0,0,1.1,93.994,-36.4,4.855,5191,21,fri
0,41,technician,married,professional.course,0,1,0,2,5,2,0,0,0,1.1,93.994,-36.4,4.858,5191,446,wed
0,36,management,married,university.degree,0,1,0,2,5,4,0,0,0,1.1,93.994,-36.4,4.864,5191,170,fri
0,44,entrepreneur,married,university.degree,0,1,1,1,11,1,0,0,0,-0.1,93.2,-42,4.076,5195.8,96,thu
1,57,retired,married,basic.4y,0,1,1,2,4,4,0,0,0,-1.8,93.075,-47.1,1.405,5099.1,1348,tue
0,40,blue-collar,married,basic.6y,N,0,0,2,5,2,0,0,0,1.1,93.994,-36.4,4.856,5191,85,tue
0,42,blue-collar,married,basic.9y,N,0,0,2,5,9,0,0,0,1.1,93.994,-36.4,4.859,5191,148,fri
0,41,self-employed,single,university.degree,0,1,1,2,5,17,0,0,0,1.1,93.994,-36.4,4.857,5191,23,wed
1,41,entrepreneur,married,university.degree,0,1,0,1,8,1,0,0,0,-1.7,94.027,-38.3,0.904,4991.6,324,thu
0,33,services,married,professional.course,0,1,1,1,8,1,0,0,0,1.4,93.444,-36.1,4.962,5228.1,331,thu
0,32,technician,single,high.school,0,0,0,2,7,5,0,0,0,1.4,93.918,-42.7,4.963,5228.1,40,wed
0,45,unemployed,married,university.degree,0,0,0,2,5,2,0,0,0,1.1,93.994,-36.4,4.856,5191,550,tue
0,29,technician,single,university.degree,0,0,0,1,6,3,0,0,0,-2.9,92.963,-40.8,1.26,5076.2,442,thu
0,35,technician,single,basic.9y,0,0,0,1,11,1,0,1,2,-0.1,93.2,-42,4.12,5195.8,178,wed
0,35,admin.,married,university.degree,0,1,0,1,9,2,18,2,2,-1.1,94.199,-37.5,0.886,4963.6,110,wed
1,86,retired,married,N/A,N,1,1,1,9,1,7,4,1,-1.1,94.199,-37.5,0.877,4963.6,211,tue
0,45,admin.,married,university.degree,0,0,0,1,8,2,0,0,0,1.4,93.444,-36.1,4.963,5228.1,27,fri
0,34,technician,married,professional.course,0,0,1,2,5,2,0,0,0,1.1,93.994,-36.4,4.855,5191,388,fri
1,41,technician,married,professional.course,0,1,0,1,11,2,0,0,0,-1.1,94.767,-50.8,1.039,4963.6,545,mon
0,50,blue-collar,married,basic.4y,0,1,0,1,5,1,0,1,2,-1.8,92.893,-46.2,1.334,5099.1,146,wed
0,28,management,single,basic.9y,0,1,0,2,5,1,0,0,0,-1.8,92.893,-46.2,1.266,5099.1,166,thu
0,33,admin.,married,university.degree,0,1,0,2,5,2,0,0,0,1.1,93.994,-36.4,4.86,5191,139,thu
0,42,technician,married,university.degree,N,1,0,1,5,1,0,0,0,-1.8,92.893,-46.2,1.334,5099.1,301,wed
0,43,blue-collar,married,basic.6y,0,0,0,2,5,3,0,0,0,1.1,93.994,-36.4,4.859,5191,218,fri
1,42,services,married,university.degree,0,0,0,1,12,1,6,1,1,-3,92.713,-33,0.715,5023.5,179,wed
0,56,blue-collar,married,basic.4y,N,0,1,1,8,1,0,0,0,1.4,93.444,-36.1,4.968,5228.1,360,thu
0,29,student,single,university.degree,0,1,0,1,7,1,0,0,0,1.4,93.918,-42.7,4.963,5228.1,489,thu
0,31,housemaid,single,high.school,0,1,0,1,7,3,0,0,0,1.4,93.918,-42.7,4.963,5228.1,125,wed
0,31,admin.,single,high.school,0,1,0,1,7,2,0,0,0,1.4,93.918,-42.7,4.962,5228.1,304,thu
0,28,blue-collar,married,basic.4y,0,0,0,1,5,1,0,0,0,-1.8,92.893,-46.2,1.291,5099.1,189,tue
0,43,admin.,married,university.degree,0,1,1,2,7,1,0,0,0,1.4,93.918,-42.7,4.962,5228.1,377,tue
0,44,admin.,single,high.school,0,1,0,1,5,1,0,0,0,-1.8,92.893,-46.2,1.334,5099.1,728,wed
0,43,admin.,married,high.school,0,1,0,1,7,22,0,0,0,1.4,93.918,-42.7,4.962,5228.1,128,mon
0,41,retired,single,basic.4y,0,1,0,1,10,1,0,0,0,-1.1,94.601,-49.5,0.942,4963.6,278,fri
0,31,admin.,single,university.degree,0,0,0,2,8,1,0,0,0,-2.9,92.201,-31.4,0.883,5076.2,387,tue
0,59,admin.,married,university.degree,0,1,1,2,5,9,0,0,0,1.1,93.994,-36.4,4.86,5191,29,thu
0,32,housemaid,single,university.degree,N,1,0,1,7,4,0,0,0,1.4,93.918,-42.7,4.961,5228.1,71,tue
0,24,student,single,high.school,0,0,0,1,6,1,0,1,2,-1.7,94.055,-39.8,0.737,4991.6,292,tue
1,31,blue-collar,single,basic.9y,0,0,0,2,6,2,0,0,0,1.4,94.465,-41.8,4.864,5228.1,767,wed
0,38,admin.,single,high.school,0,1,1,1,11,4,0,0,0,-0.1,93.2,-42,4.076,5195.8,1476,thu
0,37,management,divorced,university.degree,0,1,0,1,5,1,0,0,0,-1.8,92.893,-46.2,1.244,5099.1,176,mon
0,33,admin.,married,university.degree,0,1,0,2,7,4,0,0,0,1.4,93.918,-42.7,4.963,5228.1,52,fri
0,27,admin.,single,university.degree,0,1,1,1,7,4,0,0,0,1.4,93.918,-42.7,4.96,5228.1,150,mon
0,34,services,married,high.school,0,0,0,2,5,1,0,0,0,1.1,93.994,-36.4,4.86,5191,285,thu
0,46,self-employed,married,basic.6y,N,1,0,1,11,1,0,1,2,-0.1,93.2,-42,4.153,5195.8,32,tue
0,30,admin.,married,high.school,0,0,0,1,7,1,0,0,0,1.4,93.918,-42.7,4.957,5228.1,227,wed
0,31,unemployed,single,basic.4y,0,0,0,1,11,8,0,0,0,-0.1,93.2,-42,4.021,5195.8,12,fri
0,56,management,married,university.degree,0,0,1,2,5,1,0,0,0,1.1,93.994,-36.4,4.858,5191,171,wed
0,52,services,married,high.school,0,0,0,1,7,1,0,0,0,1.4,93.918,-42.7,4.962,5228.1,183,wed
0,30,technician,married,professional.course,0,1,0,2,7,2,0,0,0,1.4,93.918,-42.7,4.966,5228.1,501,thu
0,34,blue-collar,married,basic.6y,0,0,0,2,6,3,0,0,0,1.4,94.465,-41.8,4.947,5228.1,381,fri
1,31,admin.,married,high.school,0,0,0,1,10,1,0,0,0,-3.4,92.431,-26.9,0.722,5017.5,142,thu
1,33,admin.,married,university.degree,0,1,0,1,11,1,12,1,1,-1.1,94.767,-50.8,1.049,4963.6,482,fri
0,33,admin.,single,university.degree,0,1,1,2,4,1,0,0,0,-1.8,93.075,-47.1,1.415,5099.1,117,wed
0,30,technician,single,university.degree,0,1,0,1,8,13,0,0,0,1.4,93.444,-36.1,4.965,5228.1,14,mon
0,28,admin.,single,university.degree,0,0,0,1,4,1,0,0,0,-1.8,93.075,-47.1,1.405,5099.1,69,fri
0,24,technician,single,professional.course,0,0,0,2,5,4,0,0,0,-1.8,92.893,-46.2,1.266,5099.1,240,tue
0,41,blue-collar,married,basic.4y,0,1,1,1,5,2,0,0,0,-1.8,92.893,-46.2,1.334,5099.1,389,wed
0,26,admin.,married,high.school,0,0,0,2,5,4,0,0,0,1.1,93.994,-36.4,4.86,5191,326,thu
0,40,admin.,married,N/A,0,0,0,2,5,4,0,0,0,1.1,93.994,-36.4,4.86,5191,387,thu
1,45,housemaid,single,basic.4y,0,0,0,2,9,4,0,0,0,-3.4,92.379,-29.8,0.797,5017.5,569,mon
0,42,admin.,married,university.degree,N,1,0,2,6,2,0,0,0,1.4,94.465,-41.8,4.866,5228.1,160,thu
1,41,technician,married,high.school,0,0,0,1,8,2,0,0,0,1.4,93.444,-36.1,4.963,5228.1,697,mon
0,56,management,divorced,basic.9y,N,1,0,2,5,2,0,0,0,1.1,93.994,-36.4,4.86,5191,313,thu
0,25,technician,single,high.school,0,1,0,1,5,3,0,2,2,-1.8,93.876,-40,0.699,5008.7,581,fri
0,25,blue-collar,single,high.school,N,1,0,1,5,1,0,0,0,-1.8,92.893,-46.2,1.299,5099.1,23,mon
0,33,admin.,single,high.school,0,1,0,1,5,1,0,0,0,-1.8,92.893,-46.2,1.344,5099.1,659,tue
0,34,technician,married,basic.9y,0,0,0,1,5,1,0,0,0,-1.8,92.893,-46.2,1.299,5099.1,103,mon
0,36,technician,single,high.school,0,1,0,1,7,1,0,1,2,-2.9,92.469,-33.6,1.029,5076.2,243,wed
1,75,retired,married,university.degree,0,1,0,1,7,1,0,2,2,-1.7,94.215,-40.3,0.81,4991.6,229,thu
0,38,management,married,university.degree,0,0,1,1,11,1,0,0,0,-0.1,93.2,-42,4.021,5195.8,79,fri
0,28,student,single,N/A,0,1,0,1,8,1,0,1,2,-2.9,92.201,-31.4,0.883,5076.2,111,thu
0,56,retired,married,basic.4y,N,1,0,1,8,1,0,0,0,1.4,93.444,-36.1,4.967,5228.1,102,wed
0,58,blue-collar,married,professional.course,0,0,0,2,6,12,0,0,0,1.4,94.465,-41.8,4.959,5228.1,15,fri
0,30,blue-collar,single,N/A,0,1,1,2,5,1,0,0,0,1.1,93.994,-36.4,4.857,5191,408,mon
0,48,admin.,married,university.degree,N,1,0,1,8,1,0,0,0,1.4,93.444,-36.1,4.965,5228.1,286,tue
0,30,admin.,married,high.school,0,1,0,1,7,6,0,0,0,1.4,93.918,-42.7,4.959,5228.1,53,fri
0,43,admin.,married,high.school,0,N,N,2,5,2,0,0,0,1.1,93.994,-36.4,4.858,5191,164,wed
0,33,admin.,single,university.degree,0,0,0,1,5,2,0,0,0,-1.8,92.893,-46.2,1.244,5099.1,305,mon
0,36,technician,married,basic.6y,0,0,0,1,4,2,0,1,2,-1.8,93.075,-47.1,1.405,5099.1,316,mon
0,54,retired,single,high.school,0,1,0,1,7,3,0,0,0,1.4,93.918,-42.7,4.962,5228.1,577,thu
0,29,blue-collar,single,high.school,0,1,0,1,7,1,0,0,0,1.4,93.918,-42.7,4.957,5228.1,90,fri
0,28,admin.,single,university.degree,0,1,1,1,12,6,0,1,2,-3,92.713,-33,0.71,5023.5,454,fri
0,59,retired,divorced,professional.course,0,0,0,1,5,1,0,0,0,-1.8,92.893,-46.2,1.281,5099.1,69,wed
0,45,blue-collar,married,basic.9y,N,1,0,1,4,4,0,1,2,-1.8,93.075,-47.1,1.423,5099.1,427,tue
0,32,technician,single,university.degree,0,1,0,1,8,13,0,0,0,1.4,93.444,-36.1,4.964,5228.1,25,wed
0,55,retired,divorced,professional.course,0,0,1,2,5,2,0,0,0,1.1,93.994,-36.4,4.857,5191,217,wed
0,29,admin.,single,university.degree,0,0,0,1,8,1,0,0,0,1.4,93.444,-36.1,4.963,5228.1,139,thu
0,31,technician,married,professional.course,0,0,0,2,5,2,0,0,0,1.1,93.994,-36.4,4.858,5191,257,wed
0,34,technician,married,high.school,0,1,0,1,8,1,0,0,0,1.4,93.444,-36.1,4.964,5228.1,107,fri
0,25,technician,divorced,university.degree,0,1,0,2,6,2,0,0,0,1.4,94.465,-41.8,4.865,5228.1,214,mon
0,35,blue-collar,married,basic.9y,0,1,0,1,12,1,4,3,1,-3,92.713,-33,0.707,5023.5,105,thu
0,49,technician,married,basic.9y,0,1,0,2,5,6,0,0,0,1.1,93.994,-36.4,4.857,5191,146,mon
0,35,blue-collar,married,basic.9y,N,1,0,2,7,1,0,0,0,1.4,93.918,-42.7,4.968,5228.1,19,thu
0,36,admin.,married,university.degree,0,0,0,1,5,1,0,1,2,-1.8,92.893,-46.2,1.266,5099.1,65,tue
0,29,technician,single,university.degree,0,1,1,1,11,2,0,0,0,-0.1,93.2,-42,4.076,5195.8,281,thu
0,30,admin.,single,high.school,0,N,N,1,11,2,0,0,0,-0.1,93.2,-42,4.153,5195.8,229,tue
0,24,student,married,university.degree,0,0,0,1,7,1,0,0,0,1.4,93.918,-42.7,4.961,5228.1,114,tue
1,47,admin.,single,university.degree,0,1,0,1,6,4,0,0,0,-2.9,92.963,-40.8,1.281,5076.2,243,mon
0,32,blue-collar,married,basic.4y,0,0,1,1,5,4,0,0,0,-1.8,92.893,-46.2,1.266,5099.1,80,thu
0,34,technician,single,professional.course,0,0,0,1,8,1,0,0,0,1.4,93.444,-36.1,4.965,5228.1,468,mon
0,34,admin.,single,university.degree,0,0,0,1,5,4,0,1,2,-1.8,92.893,-46.2,1.25,5099.1,101,fri
0,39,technician,married,professional.course,0,0,0,2,6,2,0,0,0,1.4,94.465,-41.8,4.961,5228.1,83,tue
0,47,blue-collar,married,basic.9y,0,1,1,1,5,6,0,2,2,-1.8,92.893,-46.2,1.334,5099.1,74,wed
0,32,technician,married,high.school,0,1,0,1,5,1,0,0,0,-1.8,92.893,-46.2,1.344,5099.1,67,tue
0,29,technician,single,university.degree,0,1,0,1,7,1,0,0,0,1.4,93.918,-42.7,4.963,5228.1,438,wed
0,57,retired,married,university.degree,0,1,0,2,6,5,0,0,0,1.4,94.465,-41.8,4.959,5228.1,12,fri
0,49,management,married,high.school,0,0,0,1,11,1,0,0,0,-0.1,93.2,-42,4.12,5195.8,582,wed
0,42,technician,married,professional.course,N,1,0,1,7,10,0,0,0,1.4,93.918,-42.7,4.968,5228.1,721,thu
0,29,admin.,single,university.degree,N,1,0,1,8,2,0,0,0,1.4,93.444,-36.1,4.966,5228.1,142,fri
0,34,technician,married,professional.course,0,1,1,2,5,3,0,0,0,1.1,93.994,-36.4,4.855,5191,224,fri
0,51,entrepreneur,divorced,university.degree,0,1,0,1,5,1,0,0,0,-1.8,92.893,-46.2,1.299,5099.1,212,mon
0,47,blue-collar,divorced,basic.9y,0,0,0,1,5,1,0,0,0,-1.8,92.893,-46.2,1.344,5099.1,295,tue
0,53,technician,married,professional.course,0,1,0,2,3,5,0,2,2,-1.8,93.369,-34.8,0.646,5008.7,247,mon
0,28,technician,married,basic.9y,0,1,0,1,7,2,0,0,0,1.4,93.918,-42.7,4.96,5228.1,236,mon
1,27,technician,single,university.degree,0,1,0,1,10,1,0,1,2,-1.1,94.601,-49.5,1.043,4963.6,184,wed
0,23,admin.,single,university.degree,0,1,0,1,7,1,0,2,2,-1.7,94.215,-40.3,0.881,4991.6,104,wed
0,30,student,single,high.school,0,0,0,1,8,1,0,1,2,-1.7,94.027,-38.3,0.904,4991.6,200,thu
0,42,blue-collar,married,basic.6y,0,1,0,1,5,1,0,0,0,-1.8,92.893,-46.2,1.281,5099.1,172,wed
0,38,admin.,single,university.degree,0,1,0,2,6,2,0,0,0,1.4,94.465,-41.8,4.962,5228.1,190,wed
0,29,admin.,married,university.degree,0,1,1,1,4,1,0,0,0,-1.8,93.075,-47.1,1.405,5099.1,245,mon
0,44,housemaid,married,basic.4y,0,1,0,1,5,1,0,1,2,-1.8,92.893,-46.2,1.281,5099.1,31,wed
0,59,retired,married,high.school,0,N,N,2,8,2,0,0,0,1.4,93.444,-36.1,4.968,5228.1,204,thu
0,45,management,single,basic.9y,0,1,0,1,11,3,0,1,2,-0.1,93.2,-42,4.076,5195.8,165,thu
0,51,management,married,university.degree,N,0,1,2,6,1,0,0,0,1.4,94.465,-41.8,4.955,5228.1,93,thu
0,28,services,married,high.school,0,1,1,2,5,2,0,0,0,1.1,93.994,-36.4,4.857,5191,114,mon
0,29,technician,married,university.degree,0,1,1,1,8,2,0,0,0,1.4,93.444,-36.1,4.964,5228.1,94,wed
0,28,technician,single,professional.course,0,1,0,1,4,2,0,1,2,-1.8,93.075,-47.1,1.483,5099.1,477,thu
0,29,technician,single,professional.course,0,1,0,1,5,2,0,0,0,-1.8,92.893,-46.2,1.281,5099.1,231,wed
0,40,admin.,single,high.school,N,1,0,2,6,3,0,0,0,1.4,94.465,-41.8,4.865,5228.1,142,mon
0,43,blue-collar,married,basic.4y,0,1,0,1,5,2,0,0,0,-1.8,92.893,-46.2,1.244,5099.1,221,mon
0,54,management,married,university.degree,0,0,1,1,7,1,0,0,0,1.4,93.918,-42.7,4.961,5228.1,218,tue
0,42,admin.,married,university.degree,0,1,0,1,5,5,0,0,0,-1.8,92.893,-46.2,1.354,5099.1,370,mon
0,55,services,married,high.school,0,0,0,1,5,1,0,1,2,-1.8,92.893,-46.2,1.244,5099.1,336,mon
0,49,blue-collar,single,basic.4y,N,0,0,1,7,1,0,0,0,1.4,93.918,-42.7,4.962,5228.1,121,wed
0,52,services,married,professional.course,N,1,1,1,8,3,0,0,0,1.4,93.444,-36.1,4.965,5228.1,84,mon
0,32,admin.,married,high.school,0,0,0,1,8,8,0,0,0,1.4,93.444,-36.1,4.966,5228.1,52,fri
0,23,admin.,single,university.degree,0,1,1,2,7,3,0,0,0,1.4,93.918,-42.7,4.96,5228.1,69,mon
0,34,technician,married,professional.course,0,1,1,1,11,7,0,0,0,-0.1,93.2,-42,4.076,5195.8,42,thu
0,36,services,married,high.school,0,0,0,1,7,3,0,0,0,1.4,93.918,-42.7,4.963,5228.1,98,wed
0,54,admin.,single,university.degree,N,0,0,1,8,2,0,0,0,1.4,93.444,-36.1,4.968,5228.1,218,thu
0,39,services,divorced,basic.9y,0,1,0,2,5,1,0,0,0,1.1,93.994,-36.4,4.86,5191,51,thu
0,50,housemaid,divorced,basic.4y,0,0,0,2,9,1,0,0,0,-1.1,94.199,-37.5,0.877,4963.6,57,tue
1,30,services,single,high.school,0,1,0,1,6,2,0,0,0,-2.9,92.963,-40.8,1.26,5076.2,181,mon
0,27,blue-collar,married,basic.9y,0,0,1,2,5,1,0,0,0,1.1,93.994,-36.4,4.855,5191,1170,thu
0,32,admin.,divorced,university.degree,0,1,0,2,5,4,0,0,0,1.1,93.994,-36.4,4.86,5191,147,thu
0,54,technician,married,university.degree,N,0,0,2,6,4,0,0,0,1.4,94.465,-41.8,4.96,5228.1,71,mon
0,40,blue-collar,married,basic.4y,N,N,N,2,7,1,0,0,0,1.4,93.918,-42.7,4.962,5228.1,135,wed
0,50,blue-collar,married,professional.course,N,1,0,1,5,1,0,1,2,-1.8,92.893,-46.2,1.327,5099.1,157,thu
0,35,technician,single,professional.course,0,N,N,1,5,2,0,0,0,-1.8,92.893,-46.2,1.299,5099.1,146,mon
0,26,admin.,single,university.degree,0,1,0,1,9,1,0,1,2,-1.1,94.199,-37.5,0.881,4963.6,355,tue
0,45,admin.,single,university.degree,0,1,0,1,8,1,0,0,0,1.4,93.444,-36.1,4.965,5228.1,99,wed
0,28,technician,married,high.school,0,0,0,2,5,1,0,0,0,1.1,93.994,-36.4,4.856,5191,180,tue
0,28,blue-collar,single,basic.4y,0,1,0,2,5,2,0,0,0,1.1,93.994,-36.4,4.857,5191,101,mon
0,50,technician,married,professional.course,0,0,0,2,5,2,0,0,0,1.1,93.994,-36.4,4.859,5191,121,fri
0,31,blue-collar,married,basic.6y,0,1,0,2,6,12,0,0,0,1.4,94.465,-41.8,4.959,5228.1,55,fri
0,34,admin.,single,university.degree,0,0,0,1,8,1,0,0,0,1.4,93.444,-36.1,4.964,5228.1,114,fri
0,56,blue-collar,married,basic.4y,N,0,0,1,7,5,0,0,0,1.4,93.918,-42.7,4.961,5228.1,368,tue
0,29,entrepreneur,married,basic.4y,0,0,0,1,7,4,0,0,0,1.4,93.918,-42.7,4.961,5228.1,103,tue
0,58,admin.,married,university.degree,0,0,0,1,8,2,0,0,0,1.4,93.444,-36.1,4.965,5228.1,233,wed
0,46,blue-collar,married,basic.4y,0,0,0,1,5,3,0,0,0,-1.8,92.893,-46.2,1.299,5099.1,471,mon
0,35,blue-collar,divorced,basic.9y,0,0,1,2,5,1,0,0,0,1.1,93.994,-36.4,4.856,5191,131,tue
0,34,management,married,university.degree,N,1,0,1,5,1,0,0,0,-1.8,92.893,-46.2,1.327,5099.1,281,thu
0,39,admin.,single,high.school,0,0,0,1,4,1,0,0,0,-1.8,93.075,-47.1,1.405,5099.1,297,fri
0,40,management,married,N/A,0,1,0,1,11,1,0,1,2,-0.1,93.2,-42,4.076,5195.8,165,thu
0,40,admin.,married,university.degree,0,1,1,1,8,1,0,0,0,1.4,93.444,-36.1,4.966,5228.1,117,tue
0,54,blue-collar,married,basic.4y,N,1,1,1,7,5,0,0,0,1.4,93.918,-42.7,4.962,5228.1,71,thu
0,25,admin.,single,university.degree,0,0,0,2,6,2,0,0,0,-2.9,92.963,-40.8,1.26,5076.2,94,mon
0,40,unemployed,married,professional.course,0,1,0,1,9,3,0,0,0,-3.4,92.379,-29.8,0.773,5017.5,155,fri
0,49,blue-collar,married,basic.4y,N,0,0,2,6,3,0,0,0,1.4,94.465,-41.8,4.958,5228.1,67,thu
0,41,admin.,married,N/A,0,1,0,1,9,1,0,1,2,-1.1,94.199,-37.5,0.879,4963.6,228,thu
0,32,admin.,married,high.school,0,0,0,1,7,2,0,0,0,1.4,93.918,-42.7,4.96,5228.1,549,mon
0,44,admin.,divorced,university.degree,0,0,0,2,6,2,0,0,0,1.4,94.465,-41.8,4.959,5228.1,39,fri
1,41,admin.,married,university.degree,0,0,0,1,7,3,0,0,0,1.4,93.918,-42.7,4.96,5228.1,1360,mon
0,30,technician,single,university.degree,0,1,1,1,8,2,0,0,0,1.4,93.444,-36.1,4.966,5228.1,433,tue
0,27,blue-collar,single,basic.9y,0,1,0,1,5,1,0,0,0,-1.8,92.893,-46.2,1.344,5099.1,352,tue
0,41,blue-collar,married,basic.4y,0,1,0,2,5,3,0,0,0,1.1,93.994,-36.4,4.856,5191,152,wed
0,36,blue-collar,married,basic.9y,N,1,0,2,5,1,0,1,2,-1.8,92.893,-46.2,1.281,5099.1,38,wed
0,54,entrepreneur,married,professional.course,0,1,1,1,11,1,0,0,0,-0.1,93.2,-42,4.153,5195.8,134,tue
0,30,blue-collar,single,professional.course,0,0,0,1,5,1,0,1,2,-1.8,93.876,-40,0.668,5008.7,165,tue
0,25,student,single,N/A,N,1,0,1,8,1,0,1,2,-2.9,92.201,-31.4,0.825,5076.2,81,fri
0,42,management,married,high.school,0,0,0,1,11,2,0,0,0,-0.1,93.2,-42,4.076,5195.8,59,thu
0,36,services,divorced,basic.9y,0,1,0,1,5,2,0,0,0,-1.8,92.893,-46.2,1.291,5099.1,255,tue
0,45,admin.,married,university.degree,N,1,0,2,5,6,0,0,0,1.1,93.994,-36.4,4.857,5191,99,tue
0,38,technician,married,university.degree,N,0,0,2,5,2,0,0,0,1.1,93.994,-36.4,4.855,5191,257,thu
0,38,admin.,single,professional.course,0,0,0,2,5,1,0,0,0,1.1,93.994,-36.4,4.857,5191,160,mon
0,34,blue-collar,married,basic.4y,0,0,0,2,6,2,0,0,0,1.4,94.465,-41.8,4.967,5228.1,78,fri
0,44,admin.,married,basic.9y,N,0,0,1,5,3,0,1,2,-1.8,92.893,-46.2,1.334,5099.1,217,wed
0,37,services,single,basic.9y,0,0,0,1,5,1,0,0,0,-1.8,92.893,-46.2,1.344,5099.1,37,tue
1,39,blue-collar,single,basic.9y,0,0,0,2,5,3,0,0,0,1.1,93.994,-36.4,4.856,5191,650,tue
0,57,admin.,married,university.degree,0,0,0,1,7,1,0,0,0,1.4,93.918,-42.7,4.96,5228.1,230,mon
0,34,technician,married,professional.course,N,1,0,1,7,4,0,0,0,1.4,93.918,-42.7,4.963,5228.1,64,wed
0,25,admin.,married,N/A,0,0,0,2,6,1,0,0,0,1.4,94.465,-41.8,4.865,5228.1,112,mon
0,52,admin.,married,high.school,0,1,0,1,4,2,0,1,2,-1.8,93.075,-47.1,1.435,5099.1,152,thu
0,23,technician,single,high.school,0,0,0,1,5,1,0,0,0,-1.8,92.893,-46.2,1.266,5099.1,104,thu
0,57,technician,married,basic.4y,N,0,0,2,5,1,0,0,0,1.1,93.994,-36.4,4.857,5191,101,tue
0,50,admin.,married,university.degree,0,0,0,1,11,1,0,0,0,-0.1,93.2,-42,4.021,5195.8,206,fri
0,46,technician,married,professional.course,0,0,1,2,6,1,0,0,0,1.4,94.465,-41.8,4.865,5228.1,63,mon
0,43,blue-collar,single,basic.4y,N,0,0,2,5,3,0,0,0,1.1,93.994,-36.4,4.858,5191,339,wed
0,38,management,divorced,university.degree,0,0,0,1,11,2,0,1,2,-0.1,93.2,-42,4.191,5195.8,136,mon
0,53,admin.,single,basic.6y,0,1,1,2,5,2,0,0,0,1.1,93.994,-36.4,4.857,5191,148,mon
0,35,self-employed,N/A,university.degree,0,0,0,1,11,1,0,0,0,-0.1,93.2,-42,4.076,5195.8,221,thu
0,28,services,married,high.school,0,0,0,1,7,1,0,0,0,1.4,93.918,-42.7,4.962,5228.1,289,tue
0,25,blue-collar,single,basic.9y,0,1,0,2,5,1,0,0,0,1.1,93.994,-36.4,4.859,5191,155,wed
0,56,services,divorced,high.school,N,0,0,2,5,5,0,0,0,1.1,93.994,-36.4,4.86,5191,311,thu
0,56,technician,married,university.degree,N,0,0,1,7,19,0,0,0,1.4,93.918,-42.7,4.96,5228.1,17,mon
0,33,services,single,high.school,0,1,0,2,6,5,0,0,0,1.4,94.465,-41.8,4.961,5228.1,326,thu
0,31,housemaid,single,professional.course,N,1,1,1,8,1,0,0,0,1.4,93.444,-36.1,4.966,5228.1,213,tue
1,48,admin.,divorced,university.degree,0,0,0,1,8,1,0,0,0,-1.7,94.027,-38.3,0.904,4991.6,544,thu
0,45,self-employed,divorced,university.degree,0,1,1,2,6,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,173,mon
0,24,blue-collar,married,basic.9y,0,1,0,1,10,1,0,0,0,-3.4,92.431,-26.9,0.72,5017.5,160,fri
0,33,blue-collar,married,basic.9y,0,1,1,1,5,1,0,0,0,-1.8,92.893,-46.2,1.291,5099.1,341,tue
0,38,admin.,married,high.school,N,0,0,2,4,4,0,0,0,-1.8,93.075,-47.1,1.405,5099.1,121,mon
0,48,housemaid,married,basic.4y,N,0,1,1,8,1,0,0,0,1.4,93.444,-36.1,4.97,5228.1,148,mon
0,28,entrepreneur,married,basic.9y,N,0,0,1,5,5,0,0,0,-1.8,92.893,-46.2,1.25,5099.1,22,fri
0,50,self-employed,married,basic.4y,N,N,N,2,5,3,0,0,0,1.1,93.994,-36.4,4.856,5191,153,wed
0,29,admin.,married,university.degree,0,1,1,2,6,3,0,0,0,1.4,94.465,-41.8,4.958,5228.1,281,wed
